placeName as written	Kima_Id	URI	Primary_Latin	Primary_Hebrew
Indianapolis (Ind.)	608	http://geo-kima.org/place/608	Indianapolis (Ind.)	אינדיאנפוליס (אינדיאנה)
Aszód (Hungary)	6084	http://geo-kima.org/place/6084	Aszód (Hungary)	אסאד (הונגריה)
Netherlands	6086	http://geo-kima.org/place/6086	Netherlands	הולנד
Orlando (Fla.)	6088	http://geo-kima.org/place/6088	Orlando (Fla.)	אורלנדו (פלורידה)
Kern County (Calif.)	6089	http://geo-kima.org/place/6089	Kern County (Calif.)	מחוז קרן (קליפורניה)
Bet Nir (Israel)	609	http://geo-kima.org/place/609	Bet Nir (Israel)	בית ניר (ישראל)
Karlovy Vary (Czech Republic)	6093	http://geo-kima.org/place/6093	Karlovy Vary (Czech Republic)	קרלובי ורי (צ'כיה)
Kefar Hess (Israel)	6098	http://geo-kima.org/place/6098	Kefar Hess (Israel)	כפר הס (ישראל)
Vileĭka (Minskai︠a︡ voblastsʹ, Belarus)	6103	http://geo-kima.org/place/6103	Vileĭka (Minskai︠a︡ voblastsʹ, Belarus)	ווילייקה (מחוז מינסק, בלארוס)
Bet Kama (Israel)	611	http://geo-kima.org/place/611	Bet Kama (Israel)	בית קמה (ישראל)
Monasterzyska (Poland)	6119	http://geo-kima.org/place/6119	Monasterzyska (Poland)	מונאסטרישץ' (פולין)
Bet Keshet (Israel)	612	http://geo-kima.org/place/612	Bet Keshet (Israel)	בית קשת (ישראל)
Augsburg (Germany)	6127	http://geo-kima.org/place/6127	Augsburg (Germany)	אוגסבורג (גרמניה)
Vézelay (France)	6128	http://geo-kima.org/place/6128	Vézelay (France)	ווזלה (צרפת)
Bet She'an (Israel)	613	http://geo-kima.org/place/613	Bet She'an (Israel)	בית שאן (ישראל)
Maine-et-Loire (France)	6132	http://geo-kima.org/place/6132	Maine-et-Loire (France)	מן ולואר (צרפת)
Mar del Plata (Argentina)	6133	http://geo-kima.org/place/6133	Mar del Plata (Argentina)	מאר דל פלטה (ארגנטינה)
Anderson (Ind.)	6135	http://geo-kima.org/place/6135	Anderson (Ind.)	אנדרסון (אינדיאנה)
Slovakia	6136	http://geo-kima.org/place/6136	Slovakia	סלובקיה
Greenville (S.C.)	6138	http://geo-kima.org/place/6138	Greenville (S.C.)	גרינוויל (דרום קרולינה)
Bet Shemesh (Israel)	614	http://geo-kima.org/place/614	Bet Shemesh (Israel)	בית שמש (ישראל)
Shrewsbury (England)	6140	http://geo-kima.org/place/6140	Shrewsbury (England)	שרוסברי (אנגליה)
Le Havre (France)	6143	http://geo-kima.org/place/6143	Le Havre (France)	לה אבר (צרפת)
Portsmouth (England)	6145	http://geo-kima.org/place/6145	Portsmouth (England)	פורטסמות' (אנגליה)
Antigua	6146	http://geo-kima.org/place/6146	Antigua	אנטיגואה
Milton (Mass.)	6155	http://geo-kima.org/place/6155	Milton (Mass.)	מילטון (מסצ'וסטס)
New Britain (Conn.)	6157	http://geo-kima.org/place/6157	New Britain (Conn.)	ניו בריטן (קונטיקט)
Dominica	6164	http://geo-kima.org/place/6164	Dominica	דומיניקה
Sheboygan (Wis.)	6167	http://geo-kima.org/place/6167	Sheboygan (Wis.)	שבויגן (ויסקונסין)
Belgrade (Serbia)	617	http://geo-kima.org/place/617	Belgrade (Serbia)	בלגרד (סרביה)
Sinai (Egypt)	6174	http://geo-kima.org/place/6174	Sinai (Egypt)	סיני (מצרים)
Kensington (London, England)	6176	http://geo-kima.org/place/6176	Kensington (London, England)	קנסינגטון (לונדון, אנגליה)
Wiesbaden (Germany)	6178	http://geo-kima.org/place/6178	Wiesbaden (Germany)	וויסבאדן (גרמניה)
Belfast (Northern Ireland)	618	http://geo-kima.org/place/618	Belfast (Northern Ireland)	בלפסט (צפון אירלנד)
Murfreesboro (Tenn.)	6180	http://geo-kima.org/place/6180	Murfreesboro (Tenn.)	מורפריסבורו (טנסי)
Watford (England)	6184	http://geo-kima.org/place/6184	Watford (England)	ווטפורד (אנגליה)
Bangkok (Thailand)	620	http://geo-kima.org/place/620	Bangkok (Thailand)	בנגקוק (תאילנד)
Czeladź (Poland)	6205	http://geo-kima.org/place/6205	Czeladź (Poland)	צילדז (פולין)
Będzin (Poland)	621	http://geo-kima.org/place/621	Będzin (Poland)	בנדין (פולין)
Imphāl (India)	6217	http://geo-kima.org/place/6217	Imphāl (India)	אימפאל (הודו)
Bender (Moldova)	622	http://geo-kima.org/place/622	Bender (Moldova)	בנדרי (מולדובה)
Weyburn (Sask.)	6228	http://geo-kima.org/place/6228	Weyburn (Sask.)	וייבורן (ססקצ'ואן)
Walton-on-Thames (England)	6234	http://geo-kima.org/place/6234	Walton-on-Thames (England)	וולטון-על-התמזה (אנגליה)
Bolton (Greater Manchester, England)	6239	http://geo-kima.org/place/6239	Bolton (Greater Manchester, England)	בולטון (מנצ'סטר רבתי, אנגליה)
Qābis (Tunisia)	624	http://geo-kima.org/place/624	Qābis (Tunisia)	גבס (תוניסיה)
Elat (Israel)	625	http://geo-kima.org/place/625	Elat (Israel)	אילת (ישראל)
Minnesota	6252	http://geo-kima.org/place/6252	Minnesota	מינסוטה
Bangor (Wales)	6253	http://geo-kima.org/place/6253	Bangor (Wales)	בנגור (ויילס)
Italy	6258	http://geo-kima.org/place/6258	Italy	איטליה
Parma (Italy)	6261	http://geo-kima.org/place/6261	Parma (Italy)	פארמה (איטליה)
Toledo (Spain)	6263	http://geo-kima.org/place/6263	Toledo (Spain)	טולדו (ספרד)
Oregon	6269	http://geo-kima.org/place/6269	Oregon	אורגון
Dresden (Germany)	627	http://geo-kima.org/place/627	Dresden (Germany)	דרזדן (גרמניה)
Wyoming	6270	http://geo-kima.org/place/6270	Wyoming	ויומינג
Ann Arbor (Mich.)	6272	http://geo-kima.org/place/6272	Ann Arbor (Mich.)	אן ארבור (מישיגן)
Sudan	6275	http://geo-kima.org/place/6275	Sudan	סודאן
Wisconsin	6276	http://geo-kima.org/place/6276	Wisconsin	ויסקונסין
Charlotte (N.C.)	6277	http://geo-kima.org/place/6277	Charlotte (N.C.)	שרלוט (צפון קרולינה)
Virginia	6278	http://geo-kima.org/place/6278	Virginia	וירג'יניה
Tiraspol (Moldova)	628	http://geo-kima.org/place/628	Tiraspol (Moldova)	טירספול (מולדובה)
Pennsylvania	6280	http://geo-kima.org/place/6280	Pennsylvania	פנסילבניה
Denmark	6281	http://geo-kima.org/place/6281	Denmark	דנמרק
Sicily (Italy)	6284	http://geo-kima.org/place/6284	Sicily (Italy)	סיציליה (איטליה)
Treviso (Italy)	6288	http://geo-kima.org/place/6288	Treviso (Italy)	טרוויזו (איטליה)
Santa Monica (Calif.)	6289	http://geo-kima.org/place/6289	Santa Monica (Calif.)	סנטה מוניקה (קליפורניה)
Jaffa (Tel Aviv-Yafo, Israel)	629	http://geo-kima.org/place/629	Jaffa (Tel Aviv-Yafo, Israel)	יפו (תל אביב-יפו, ישראל)
Kingston (Jamaica)	6290	http://geo-kima.org/place/6290	Kingston (Jamaica)	קינגסטון (ג'מיקה)
Hoorn (Netherlands)	6292	http://geo-kima.org/place/6292	Hoorn (Netherlands)	הורן (הולנד)
Bruges (Belgium)	6293	http://geo-kima.org/place/6293	Bruges (Belgium)	ברוז' (בלגיה)
Oslo (Norway)	6295	http://geo-kima.org/place/6295	Oslo (Norway)	אוסלו (נורבגיה)
Uppsala (Sweden)	6296	http://geo-kima.org/place/6296	Uppsala (Sweden)	אופסלה (שבדיה)
Cagliari (Italy)	6298	http://geo-kima.org/place/6298	Cagliari (Italy)	קליארי (איטליה)
Soroca (Moldova)	63	http://geo-kima.org/place/63	Soroca (Moldova)	סורוקה (מולדובה)
Sweden	6303	http://geo-kima.org/place/6303	Sweden	שבדיה
New Zealand	6305	http://geo-kima.org/place/6305	New Zealand	ניו-זילנד
Australia	6306	http://geo-kima.org/place/6306	Australia	אוסטרליה
Ghent (Belgium)	6307	http://geo-kima.org/place/6307	Ghent (Belgium)	גנט (בלגיה)
New Brunswick (N.J.)	6308	http://geo-kima.org/place/6308	New Brunswick (N.J.)	ניו ברנזוויק (ניו ג'רזי)
Lafayette (Ind.)	6309	http://geo-kima.org/place/6309	Lafayette (Ind.)	לאפייט (אינדיאנה)
Wadowice (Poland)	631	http://geo-kima.org/place/631	Wadowice (Poland)	ודוביצה (פולין)
Norway	6310	http://geo-kima.org/place/6310	Norway	נורבגיה
Rhode Island	6311	http://geo-kima.org/place/6311	Rhode Island	רוד אילנד
South Carolina	6312	http://geo-kima.org/place/6312	South Carolina	דרום קרולינה
Louisville (Ky.)	6313	http://geo-kima.org/place/6313	Louisville (Ky.)	לואיוויל (קנטקי)
Cork (Ireland)	6314	http://geo-kima.org/place/6314	Cork (Ireland)	קורק (אירלנד)
Dayton (Ohio)	6315	http://geo-kima.org/place/6315	Dayton (Ohio)	דייטון (אוהיו)
Melbourne (Vic.)	632	http://geo-kima.org/place/632	Melbourne (Vic.)	מלבורן (ויקטוריה)
Missouri	6323	http://geo-kima.org/place/6323	Missouri	מיזורי
Wellington (N.Z.)	6329	http://geo-kima.org/place/6329	Wellington (N.Z.)	ולינגטון (ניו זילנד)
Ostroh (Ukraine)	633	http://geo-kima.org/place/633	Ostroh (Ukraine)	אוסטרהא (אוקראינה)
Maryland	6330	http://geo-kima.org/place/6330	Maryland	מרילנד
Vietnam	6339	http://geo-kima.org/place/6339	Vietnam	ויטנם
Meiningen (Germany)	634	http://geo-kima.org/place/634	Meiningen (Germany)	מיינינגן (גרמניה)
Staunton (Va.)	6341	http://geo-kima.org/place/6341	Staunton (Va.)	סטונטון (וירג'יניה)
Pasadena (Calif.)	6343	http://geo-kima.org/place/6343	Pasadena (Calif.)	פסדינה (קליפורניה)
Fort Worth (Tex.)	6344	http://geo-kima.org/place/6344	Fort Worth (Tex.)	פורט וורת' (טקסס)
Charleston (S.C.)	6345	http://geo-kima.org/place/6345	Charleston (S.C.)	צ'רלסטון (דרום קרולינה)
Indiana	6346	http://geo-kima.org/place/6346	Indiana	אינדיאנה
Zaragoza (Spain)	6347	http://geo-kima.org/place/6347	Zaragoza (Spain)	סרגוסה (ספרד)
Samarqand (Uzbekistan)	635	http://geo-kima.org/place/635	Samarqand (Uzbekistan)	סמרקנד (אוזבקיסטן)
Pretoria (South Africa)	6351	http://geo-kima.org/place/6351	Pretoria (South Africa)	פרטוריה (דרום אפריקה)
Heerlen (Netherlands)	6352	http://geo-kima.org/place/6352	Heerlen (Netherlands)	הירלן (הולנד)
Georgia	6355	http://geo-kima.org/place/6355	Georgia	ג'ורג'יה
Great Britain	6356	http://geo-kima.org/place/6356	Great Britain	בריטניה
Urbino (Italy)	6358	http://geo-kima.org/place/6358	Urbino (Italy)	אורבינו (איטליה)
Radom (Województwo Mazowieckie, Poland)	636	http://geo-kima.org/place/636	Radom (Województwo Mazowieckie, Poland)	ראדום (מדינת מזובייצק, פולין)
Rochester (Minn.)	6371	http://geo-kima.org/place/6371	Rochester (Minn.)	רוצ'סטר (מינסוטה)
Salerno (Italy)	6373	http://geo-kima.org/place/6373	Salerno (Italy)	סלרנו (איטליה)
Nashville (Tenn.)	6377	http://geo-kima.org/place/6377	Nashville (Tenn.)	נאשוויל (טנסי)
Przedbórz (Piotrków Trybunalski, Poland)	6378	http://geo-kima.org/place/6378	Przedbórz (Piotrków Trybunalski, Poland)	פשדבוז (פיוטרקוב טריבונלסקי, פולין)
Prague (Czech Republic)	638	http://geo-kima.org/place/638	Prague (Czech Republic)	פראג (צ'כיה)
Llandaff (Wales)	6384	http://geo-kima.org/place/6384	Llandaff (Wales)	לאנדאף (ויילס)
Cimpulung Moldovenesc (Romania)	6385	http://geo-kima.org/place/6385	Cimpulung Moldovenesc (Romania)	קימפולונג (רומניה)
Lawrence (Mass.)	6388	http://geo-kima.org/place/6388	Lawrence (Mass.)	לורנס (מסצ'וסטס)
Mount Kisco (N.Y.)	6389	http://geo-kima.org/place/6389	Mount Kisco (N.Y.)	מאונט קיסקו (ניו יורק)
Omsk (Russia)	639	http://geo-kima.org/place/639	Omsk (Russia)	אומסק (רוסיה)
Unkel/Rhein (Germany)	6393	http://geo-kima.org/place/6393	Unkel/Rhein (Germany)	אונקל/ריין (גרמניה)
New Mexico	6395	http://geo-kima.org/place/6395	New Mexico	ניו מקסיקו
Maine	6396	http://geo-kima.org/place/6396	Maine	מיין
France	6399	http://geo-kima.org/place/6399	France	צרפת
Alsace (France)	640	http://geo-kima.org/place/640	Alsace (France)	אלזס (צרפת)
Bilbao (Spain)	6401	http://geo-kima.org/place/6401	Bilbao (Spain)	בלבאו (ספרד)
Memphis (Tenn.)	6404	http://geo-kima.org/place/6404	Memphis (Tenn.)	ממפיס (טנסי)
Japan	6410	http://geo-kima.org/place/6410	Japan	יפן
Ashkhabad (Turkmenistan)	642	http://geo-kima.org/place/642	Ashkhabad (Turkmenistan)	אשחבד (טורקמניסטן)
United States	6421	http://geo-kima.org/place/6421	United States	ארצות הברית
Valencia (Spain)	6428	http://geo-kima.org/place/6428	Valencia (Spain)	ולנסיה (ספרד)
Venezuela	6429	http://geo-kima.org/place/6429	Venezuela	ונצואלה
Antwerp (Belgium)	643	http://geo-kima.org/place/643	Antwerp (Belgium)	אנטורפן (בלגיה)
Ankara (Turkey)	6430	http://geo-kima.org/place/6430	Ankara (Turkey)	אנקרה (טורקיה)
Leningrad (R.S.F.S.R.)	6435	http://geo-kima.org/place/6435	Leningrad (R.S.F.S.R.)	לנינגראד (רוסיה)
Perth (W.A.)	6439	http://geo-kima.org/place/6439	Perth (W.A.)	פרת (מערב אוסטרליה)
Merkinė (Lithuania)	644	http://geo-kima.org/place/644	Merkinė (Lithuania)	מרטש (ליטא)
Siena (Italy)	6445	http://geo-kima.org/place/6445	Siena (Italy)	סיינה (איטליה)
Mainz (Rhineland-Palatinate, Germany)	645	http://geo-kima.org/place/645	Mainz (Rhineland-Palatinate, Germany)	מינץ (רינלנד-פלטינט, גרמניה)
Marblehead (Mass.)	6454	http://geo-kima.org/place/6454	Marblehead (Mass.)	מרבלהד (מסצ'וסטס)
Palma de Mallorca (Spain)	6458	http://geo-kima.org/place/6458	Palma de Mallorca (Spain)	פלמה דה מיורקה (ספרד)
Tuscany (Italy)	6459	http://geo-kima.org/place/6459	Tuscany (Italy)	טוסקנה (איטליה)
Madrid (Spain)	646	http://geo-kima.org/place/646	Madrid (Spain)	מדריד (ספרד)
San Francisco (Calif.)	6462	http://geo-kima.org/place/6462	San Francisco (Calif.)	סן פרנסיסקו (קליפורניה)
London (Ont.)	6463	http://geo-kima.org/place/6463	London (Ont.)	לונדון (אונטריו)
Exeter (N.H.)	6465	http://geo-kima.org/place/6465	Exeter (N.H.)	אקסטר (ניו המפשייר)
Oklahoma City (Okla.)	6466	http://geo-kima.org/place/6466	Oklahoma City (Okla.)	אוקלהומה סיטי (אוקלהומה)
Nairobi (Kenya)	6468	http://geo-kima.org/place/6468	Nairobi (Kenya)	ניירובי (קניה)
Scottsdale (Ariz.)	6469	http://geo-kima.org/place/6469	Scottsdale (Ariz.)	סקוטסדייל (אריזונה)
Mecca (Saudi Arabia)	647	http://geo-kima.org/place/647	Mecca (Saudi Arabia)	מכה (ערב הסעודית)
Valley Forge (Pa.)	6470	http://geo-kima.org/place/6470	Valley Forge (Pa.)	ואלי פורג' (פנסילבניה)
Spain	6471	http://geo-kima.org/place/6471	Spain	ספרד
North Carolina	6472	http://geo-kima.org/place/6472	North Carolina	קרולינה הצפונית
Vermont	6473	http://geo-kima.org/place/6473	Vermont	ורמונט
Massachusetts	6475	http://geo-kima.org/place/6475	Massachusetts	מסצ'וסטס
Canada	6476	http://geo-kima.org/place/6476	Canada	קנדה
Austin (Tex.)	6477	http://geo-kima.org/place/6477	Austin (Tex.)	אוסטין (טקסס)
New Hampshire	6478	http://geo-kima.org/place/6478	New Hampshire	ניו המפשיר
South Dakota	6479	http://geo-kima.org/place/6479	South Dakota	דקוטה הדרומית
Płońsk (Poland)	648	http://geo-kima.org/place/648	Płońsk (Poland)	פלונסק (פולין)
Kansas	6480	http://geo-kima.org/place/6480	Kansas	קנזס
Portland (Or.)	6482	http://geo-kima.org/place/6482	Portland (Or.)	פורטלנד (אורגון)
Kentucky	6483	http://geo-kima.org/place/6483	Kentucky	קנטקי
Senegal	6485	http://geo-kima.org/place/6485	Senegal	סנגל
Lucca (Italy)	6491	http://geo-kima.org/place/6491	Lucca (Italy)	לוקה (איטליה)
En Harod Ihud (Israel)	65	http://geo-kima.org/place/65	En Harod Ihud (Israel)	עין חרוד איחוד (ישראל)
Vichy (France)	6500	http://geo-kima.org/place/6500	Vichy (France)	וישי (צרפת)
Beirut (Lebanon)	651	http://geo-kima.org/place/651	Beirut (Lebanon)	בירות (לבנון)
Sevastopolʹ (Ukraine)	652	http://geo-kima.org/place/652	Sevastopolʹ (Ukraine)	סבסטופול (אוקראינה)
Batumi (Georgia)	653	http://geo-kima.org/place/653	Batumi (Georgia)	בתומי (גאורגיה)
Eisenstadt (Austria)	654	http://geo-kima.org/place/654	Eisenstadt (Austria)	איזנשטט (אוסטריה)
Ramsgate (England)	655	http://geo-kima.org/place/655	Ramsgate (England)	רמסגייט (אנגליה)
Bucharest (Romania)	656	http://geo-kima.org/place/656	Bucharest (Romania)	בוקרסט (רומניה)
Kremenets (Ukraine)	658	http://geo-kima.org/place/658	Kremenets (Ukraine)	קרמניץ (אוקראינה)
Antopalʹ (Belarus)	659	http://geo-kima.org/place/659	Antopalʹ (Belarus)	אנטופול (בלארוס)
En Harod Me'uhad (Israel)	66	http://geo-kima.org/place/66	En Harod Me'uhad (Israel)	עין חרוד מאוחד (ישראל)
Jurbarkas (Lithuania)	660	http://geo-kima.org/place/660	Jurbarkas (Lithuania)	יורבורג (ליטא)
New Orleans (La.)	661	http://geo-kima.org/place/661	New Orleans (La.)	ניו אורלינס (לואיזיאנה)
Baghdad (Iraq)	662	http://geo-kima.org/place/662	Baghdad (Iraq)	בגדאד (עיראק)
Gibraltar	663	http://geo-kima.org/place/663	Gibraltar	גיברלטר
Ploiești (Romania)	664	http://geo-kima.org/place/664	Ploiești (Romania)	פלוישט (רומניה)
Chalkis (Extinct city)	6640	http://geo-kima.org/place/6640	Chalkis (Extinct city)	כלקיס (עיר קדומה)
Cairo (Egypt)	665	http://geo-kima.org/place/665	Cairo (Egypt)	קהיר (מצרים)
Góra Kalwaria (Poland)	666	http://geo-kima.org/place/666	Góra Kalwaria (Poland)	גור (פולין)
Alexandria (Egypt)	667	http://geo-kima.org/place/667	Alexandria (Egypt)	אלכסנדריה (מצרים)
Sofia (Bulgaria)	668	http://geo-kima.org/place/668	Sofia (Bulgaria)	סופיה (בולגריה)
Iași (Romania)	669	http://geo-kima.org/place/669	Iași (Romania)	יאסי (רומניה)
En Karmel (Israel)	67	http://geo-kima.org/place/67	En Karmel (Israel)	עין כרמל (ישראל)
Barysaŭ (Belarus)	670	http://geo-kima.org/place/670	Barysaŭ (Belarus)	בוריסוב (בלארוס)
Tysmenyt︠s︡i︠a︡ (Ukraine)	671	http://geo-kima.org/place/671	Tysmenyt︠s︡i︠a︡ (Ukraine)	טיסמניץ (אוקראינה)
Metz (France)	672	http://geo-kima.org/place/672	Metz (France)	מץ (צרפת)
Naples (Italy)	673	http://geo-kima.org/place/673	Naples (Italy)	נאפולי (איטליה)
Ciechanów (Poland)	674	http://geo-kima.org/place/674	Ciechanów (Poland)	צ'כנוב (פולין)
Koret︠s︡ʹ (Ukraine)	675	http://geo-kima.org/place/675	Koret︠s︡ʹ (Ukraine)	קוריץ (אוקראינה)
Bourges (France)	6753	http://geo-kima.org/place/6753	Bourges (France)	בורז' (צרפת)
Reading (Pa.)	6755	http://geo-kima.org/place/6755	Reading (Pa.)	רידינג (פנסילבניה)
Keszthely (Hungary)	6757	http://geo-kima.org/place/6757	Keszthely (Hungary)	קסתלי (הונגריה)
